Nome,Evento Generale,Warning Generale,Evento Specifico,Warning Specifico,Evento Specifico Vecchio
3000 metri ASSOLUTI DONNE,corsa piana,,3000m,,3000m
60 Hs H 84-8.50 ASSOLUTI DONNE,ostacoli,,60 Hs,non conosco l'altezza,60 Hs h84-8.50
Salto triplo ASSOLUTI UOMINI,alto,,Salto in alto,,Salto triplo
Salto in alto ASSOLUTI DONNE,alto,,Salto in alto,,Salto in alto
Salto in lungo ASSOLUTI DONNE,lungo,,Salto in lungo,,Salto in lungo
Peso kg 7.260 ASSOLUTI UOMINI,peso,,Peso 7.260Kg,,Peso Kg 7.260
Peso kg 6 JUNIORES UOMINI,peso,,Peso 6.000Kg,,Peso Kg 6.000
Peso kg 4 ASSOLUTI DONNE,peso,,Peso 4.000Kg,,Peso Kg 4.000
Peso kg 3 ALLIEVE,peso,,Peso 3.000Kg,,Peso Kg 3.000
60m MASTER DONNE,corsa piana,,60m,,60m
60Hs H 76 ALLIEVE,ostacoli,,60 Hs,non conosco l'altezza,60 Hs h76-8.50
60Hs H 84 DONNE,ostacoli,,60 Hs,non conosco l'altezza,60 Hs h84-8.50
60m MASTER UOMINI,corsa piana,,60m,,60m
60Hs H 91 ALLIEVI,ostacoli,,60 Hs,non conosco l'altezza,60 Hs h91-9.14
60Hs H100 JUNIOR UOMINI,ostacoli,,60 Hs,non conosco l'altezza,60 Hs h100-9.14
60Hs H106 UOMINI,ostacoli,,60 Hs,non conosco l'altezza,60 Hs h106-9.14
Alto DONNE,alto,,Salto in alto,,Salto in alto
Lungo ALLIEVE,lungo,,Salto in lungo,,Salto in lungo
Asta UOMINI,asta,,Salto con l'asta,,Salto con l’asta
Lungo UOMINI,lungo,,Salto in lungo,,Salto in lungo
Peso kg 4 DONNE,peso,,Peso 4.000Kg,,Peso Kg 4.000
Peso gomma kg 2 RAGAZZI,peso,,Peso 2.000Kg,,Peso gomma 2Kg
Peso gomma kg 2 RAGAZZE,peso,,Peso 2.000Kg,,Peso gomma 2Kg
60 metri ASSOLUTI UOMINI,corsa piana,,60m,,60m
400 metri ASSOLUTI UOMINI,corsa piana,,400m,,400m
60 metri ASSOLUTI DONNE,corsa piana,,60m,,60m
400 metri ASSOLUTI DONNE,corsa piana,,400m,,400m
Salto con l'asta ASSOLUTI UOMINI,asta,,Salto con l'asta,,Salto con l’asta
Salto in lungo ASSOLUTI UOMINI,lungo,,Salto in lungo,,Salto in lungo
Salto con l'asta ASSOLUTI DONNE,asta,,Salto con l'asta,,Salto con l’asta
200 metri ASSOLUTI UOMINI,corsa piana,,200m,,200m
1500 metri ASSOLUTI UOMINI,corsa piana,,1500m,,1500m
200 metri ASSOLUTI DONNE,corsa piana,,200m,,200m
1500 metri ASSOLUTI DONNE,corsa piana,,1500m,,1500m
1000 metri ALLIEVI PM,corsa piana,,1000m,,1000m
60 Hs H 91-9.14 ALLIEVI PM,ostacoli,,60 Hs,non conosco l'altezza,60 Hs h91-9.14
Salto triplo ASSOLUTI DONNE,alto,,Salto in alto,,Salto triplo
Salto in alto ALLIEVI PM,alto,,Salto in alto,,Salto in alto
Salto in lungo ALLIEVI PM,lungo,,Salto in lungo,,Salto in lungo
Peso kg 5 ALLIEVI PM,peso,,Peso 5.000Kg,,Peso Kg 5.000
PENTATHLON ALLIEVI,prove multiple,,prove multiple,,Pentathlon indoor AM
60 metri CADETTI,corsa piana,,60m,,60m
60 metri CADETTE,corsa piana,,60m,,60m
60 metri RAGAZZI,corsa piana,,60m,,60m
60 metri RAGAZZE,corsa piana,,60m,,60m
Peso kg 4 CADETTI,peso,,Peso 4.000Kg,,Peso Kg 4.000
Peso kg 3 CADETTE,peso,,Peso 3.000Kg,,Peso Kg 3.000
800 metri ASSOLUTI UOMINI,corsa piana,,800m,,800m
Marcia 5000m ASSOLUTI UOMINI,marcia,,Marcia 5000m,,Marcia 5000m
800 metri ASSOLUTI DONNE,corsa piana,,800m,,800m
Marcia 3000m ASSOLUTI DONNE,marcia,,Marcia 3000m,,Marcia 3000m
60 metri ASSOLUTI UOMINI PM,corsa piana,,60m,,60m
1000 metri ASSOLUTI UOMINI PM,corsa piana,,1000m,,1000m
60 Hs H 106 ASSOLUTI UOMINI PM,ostacoli,,60 Hs,non conosco l'altezza,60 Hs h106-9.14
60 metri JUONIORES UOMINI PM,corsa piana,,60m,,60m
1000 metri JUNIORES UOMINI PM,corsa piana,,1000m,,1000m
60 Hs H 100 JUNIORES UOMINI PM,ostacoli,,60 Hs,non conosco l'altezza,60 Hs h100-9.14
800 metri ASSOLUTE DONNE PM,corsa piana,,800m,,800m
60 Hs H 84-8.50 ASSOLUTI DONNE PM,ostacoli,,60 Hs,non conosco l'altezza,60 Hs h84-8.50
800 metri ALLIEVE PM,corsa piana,,800m,,800m
60 Hs H 76-8.50 ALLIEVE PM,ostacoli,,60 Hs,non conosco l'altezza,60 Hs h76-8.50
Salto in alto ASSOLUTI UOMINI,alto,,Salto in alto,,Salto in alto
Salto in alto ASSOLUTI UOMINI PM,alto,,Salto in alto,,Salto in alto
Salto con l'asta ASSOLUTI UOMINI PM,asta,,Salto con l'asta,,Salto con l’asta
Salto in lungo ASSOLUTI UOMINI PM,lungo,,Salto in lungo,,Salto in lungo
Salto in alto JUNIORES UOMINI PM,alto,,Salto in alto,,Salto in alto
Salto con l'asta JUNIORES UOMINI PM,asta,,Salto con l'asta,,Salto con l’asta
Salto in lungo JUNIORES UOMINI PM,lungo,,Salto in lungo,,Salto in lungo
Salto in alto ASSOLUTI DONNE PM,alto,,Salto in alto,,Salto in alto
Salto in lungo ASSOLUTE DONNE PM,lungo,,Salto in lungo,,Salto in lungo
Salto in alto ALLIEVE PM,alto,,Salto in alto,,Salto in alto
Salto in lungo ALLIEVE PM,lungo,,Salto in lungo,,Salto in lungo
Peso kg 7.260 ASSOLUTI UOMINI PM,peso,,Peso 7.260Kg,,Peso Kg 7.260
Peso kg 6 JUNIORES UOMINI PM,peso,,Peso 6.000Kg,,Peso Kg 6.000
Peso kg 4 ASSOLUTE DONNE PM,peso,,Peso 4.000Kg,,Peso Kg 4.000
Peso kg 3 ALLIEVE PM,peso,,Peso 3.000Kg,,Peso Kg 3.000
EPTATHLON ASSOLUTI UOMINI,prove multiple,,prove multiple,,Eptathlon indoor M
EPTATHLON JUNIORES UOMINI,prove multiple,,prove multiple,,Eptathlon indoor JM
PENTATHLON DONNE,prove multiple,,prove multiple,,Pentathlon indoor F
PENTATHLON ALLIEVE,prove multiple,,prove multiple,,Pentathlon indoor AF
200m MASTER DONNE,corsa piana,,200m,,200m
Staffetta 4x2giri DONNE,staffetta,,4x400m,,4x400m
200m MASTER UOMINI,corsa piana,,200m,,200m
Staffetta 4x2giri UOMINI,staffetta,,4x400m,,4x400m
Alto MASTER UOMINI,alto,,Salto in alto,,Salto in alto
Lungo ALLIEVI,lungo,,Salto in lungo,,Salto in lungo
Staffetta 4x200 ASSOLUTI UOMINI,staffetta,,4x200m,,4x200m
Staffetta 4x200 ASSOLUTI DONNE,staffetta,,4x200m,,4x200m
Salto triplo MASTER UOMINI,alto,,Salto in alto,,Salto triplo
Salto con l'asta ASSOLUTE DONNE AD IN INVITO,asta,,Salto con l'asta,,Salto con l’asta
Salto triplo MASTER DONNE,alto,,Salto in alto,,Salto triplo
Peso kg 6 SM50-SM55,peso,,Peso 6.000Kg,,Peso Kg 6.000
Peso kg 5 SM60-SM65,peso,,Peso 5.000Kg,,Peso Kg 5.000
Peso kg 4 SM70-SM75,peso,,Peso 4.000Kg,,Peso Kg 4.000
Peso kg 3 SM80-90,peso,,Peso 3.000Kg,,Peso Kg 3.000
Peso kg 4 SF30-SF45,peso,,Peso 4.000Kg,,Peso Kg 4.000
Peso kg 3 SF50-SF70,peso,,Peso 3.000Kg,,Peso Kg 3.000
60Hs H76 ALLIEVE,ostacoli,,60 Hs,non conosco l'altezza,60 Hs h76-8.50
60Hs H84 DONNE,ostacoli,,60 Hs,non conosco l'altezza,60 Hs h84-8.50
60Hs Master DONNE,ostacoli,,60 Hs,non conosco l'altezza,60 Hs Master
60Hs H91 ALLIEVI,ostacoli,,60 Hs,non conosco l'altezza,60 Hs h91-9.14
60Hs Master UOMINI,ostacoli,,60 Hs,non conosco l'altezza,60 Hs Master
Peso Master UOMINI,peso,,Peso Master,,Peso Master
60 Hs H84 Juniores F,ostacoli,,60 Hs,non conosco l'altezza,60 Hs h84-8.50
60 Hs H106 Promesse M,ostacoli,,60 Hs,non conosco l'altezza,60 Hs h106-9.14
60 Hs H84 Promesse F,ostacoli,,60 Hs,non conosco l'altezza,60 Hs h84-8.50
60 Hs H106 Seniores M,ostacoli,,60 Hs,non conosco l'altezza,60 Hs h106-9.14
60 Hs H84 Seniores F,ostacoli,,60 Hs,non conosco l'altezza,60 Hs h84-8.50
Salto in alto Juniores M,alto,,Salto in alto,,Salto in alto
Salto con l'asta Juniores M,asta,,Salto con l'asta,,Salto con l’asta
Salto in lungo Juniores M,lungo,,Salto in lungo,,Salto in lungo
Salto triplo Juniores M,alto,,Salto in alto,,Salto triplo
Salto in alto Juniores F,alto,,Salto in alto,,Salto in alto
Salto con l'asta Juniores F,asta,,Salto con l'asta,,Salto con l’asta
Salto in lungo Juniores F,lungo,,Salto in lungo,,Salto in lungo
Salto triplo Juniores F,alto,,Salto in alto,,Salto triplo
Salto in alto Promesse M,alto,,Salto in alto,,Salto in alto
Salto con l'asta Promesse M,asta,,Salto con l'asta,,Salto con l’asta
Salto in lungo Promesse M,lungo,,Salto in lungo,,Salto in lungo
Salto in lungo Promesse F,lungo,,Salto in lungo,,Salto in lungo
Salto con l'asta Seniores M,asta,,Salto con l'asta,,Salto con l’asta
Salto in lungo Seniores M,lungo,,Salto in lungo,,Salto in lungo
Salto in alto Seniores F,alto,,Salto in alto,,Salto in alto
1000 metri RAGAZZI,corsa piana,,1000m,,1000m
1000 metri RAGAZZE,corsa piana,,1000m,,1000m
Salto in lungo ASSOLUTE DONNE,lungo,,Salto in lungo,,Salto in lungo
Salto in alto ASSOLUTE DONNE,alto,,Salto in alto,,Salto in alto
1500m DONNE (AD INVITO),corsa piana,,1500m,,1500m
Staffetta 4X1giro MASTER DONNE,staffetta,,4x200m,,4x200m
Staffetta 4x1giro DONNE,staffetta,,4x200m,,4x200m
1 Miglio UOMINI (AD INVITO),corsa piana,,1 Miglio,,Miglio
Staffetta 4X1giro MASTER UOMINI,staffetta,,4x200m,,4x200m
Staffetta 4x1giro UOMINI,staffetta,,4x200m,,4x200m
Asta MASTER DONNE,asta,,Salto con l'asta,,Salto con l’asta
Asta MASTER UOMINI,asta,,Salto con l'asta,,Salto con l’asta
400m MASTER DONNE,corsa piana,,400m,,400m
400m MASTER UOMINI,corsa piana,,400m,,400m
1500m UOMINI (AD INVITO),corsa piana,,1500m,,1500m
Staffetta 4x1giro MASTER UOMINI,staffetta,,4x200m,,4x200m
Staffetta 4x2giri MASTER UOMINI,staffetta,,4x400m,,4x400m
Triplo MASTER DONNE,triplo,,Salto triplo,,Salto triplo
Lungo DONNE (AD INVITO),lungo,,Salto in lungo,,Salto in lungo
Triplo MASTER UOMINI,triplo,,Salto triplo,,Salto triplo
Lungo MASTER UOMINI,lungo,,Salto in lungo,,Salto in lungo
Peso Juniores Uomini,peso,,Peso,non conosco la massa,Peso Kg 6.000
Peso Juniores Donne,peso,,Peso,non conosco la massa,Peso Kg 4.000
Peso Promesse Uomini,peso,,Peso,non conosco la massa,Peso Kg 7.260
Peso Promesse Donne,peso,,Peso,non conosco la massa,Peso Kg 4.000
60 metri ostacoli Allievi,ostacoli,,60 Hs,non conosco l'altezza,60m
Marcia 5000 metri Allievi,marcia,,Marcia 5000m,,Marcia 5000m
1500 metri Allieve,corsa piana,,1500m,,1500m
60 metri ostacoli Allieve,ostacoli,,60 Hs,non conosco l'altezza,60m
Marcia 3000 metri Allieve,marcia,,Marcia 3000m,,Marcia 3000m
